Carrera,Carrito,Equipo,Fecha_y_ hora_Prestamo,Fecha_y_ hora_Devolucion,Modulo,Tipo_Dispositivo,Duracion_Horas_Minutos,Duracion_Minutos
ACTUARIA,C01,L06,2024-10-18 08:01:00,2024-10-18 10:31:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L05,2024-10-18 08:01:00,2024-10-18 10:31:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L04,2024-10-18 08:00:00,2024-10-18 10:30:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L04,2024-10-18 07:59:00,2024-10-18 10:29:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L03,2024-10-18 07:55:00,2024-10-18 10:25:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C01,C01,2024-10-18 07:55:00,2024-10-18 10:25:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L02,2024-10-18 07:55:00,2024-10-18 10:25:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L03,2024-10-18 07:55:00,2024-10-18 10:25:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L02,2024-10-18 07:53:00,2024-10-18 10:23:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L01,2024-10-18 07:52:00,2024-10-18 10:22:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L01,2024-10-18 07:52:00,2024-10-18 10:22:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L02,2024-10-17 17:32:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Laptop,1:13,73
MATEMATICAS APLICADAS Y COMPUTACION,C01,L06,2024-10-17 17:30:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Laptop,1:15,75
ARQUITECTURA,C04,L01,2024-10-17 17:29:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Laptop,1:16,76
MATEMATICAS APLICADAS Y COMPUTACION,C01,L05,2024-10-17 17:30:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Laptop,1:15,75
MATEMATICAS APLICADAS Y COMPUTACION,C05,C18,2024-10-17 17:15:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Chromebook,1:30,90
MATEMATICAS APLICADAS Y COMPUTACION,C01,L04,2024-10-17 17:14:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Laptop,1:31,91
MATEMATICAS APLICADAS Y COMPUTACION,C01,L02,2024-10-17 17:07:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Laptop,1:38,98
INGENIERIA CIVIL,C01,C01,2024-10-17 17:05:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Chromebook,1:40,100
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C02,C30,2024-10-17 17:04:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Chromebook,1:41,101
INGENIERIA CIVIL,C05,C16,2024-10-17 16:59:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Chromebook,1:46,106
MATEMATICAS APLICADAS Y COMPUTACION,C02,C29,2024-10-17 16:52:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Chromebook,1:53,113
MATEMATICAS APLICADAS Y COMPUTACION,C01,L01,2024-10-17 16:51:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Laptop,1:54,114
ARQUITECTURA,C04,L28,2024-10-17 16:50:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Laptop,1:55,115
ARQUITECTURA,C05,C15,2024-10-17 16:47:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Chromebook,1:58,118
RELACIONES INTERNACIONALES,C02,C28,2024-10-17 16:37:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Chromebook,2:08,128
ARQUITECTURA,C05,C14,2024-10-17 16:25:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Chromebook,2:20,140
COMUNICACION,C05,C13,2024-10-17 16:20:00,2024-10-17 18:45:00,Módulo 1 Explanada M@C,Chromebook,2:25,145
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C02,C27,2024-10-17 16:13:00,2024-10-17 18:43:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ENSEÃ‘ANZA DE INGLES,C05,C12,2024-10-17 15:51:00,2024-10-17 18:21:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C02,C26,2024-10-17 15:49:00,2024-10-17 18:19:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L15,2024-10-17 15:40:00,2024-10-17 18:10:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L14,2024-10-17 15:38:00,2024-10-17 18:08:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L13,2024-10-17 15:38:00,2024-10-17 18:08:00,Módulo 1 Explanada M@C,Laptop,2:30,150
PEDAGOGIA,C02,C25,2024-10-17 15:37:00,2024-10-17 18:07:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L07,2024-10-17 15:32:00,2024-10-17 18:02:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L05,2024-10-17 15:31:00,2024-10-17 18:01:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L04,2024-10-17 15:31:00,2024-10-17 18:01:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L03,2024-10-17 15:28:00,2024-10-17 17:58:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L02,2024-10-17 15:24:00,2024-10-17 17:54:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L01,2024-10-17 15:22:00,2024-10-17 17:52:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L20,2024-10-17 15:22:00,2024-10-17 17:52:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,C24,2024-10-17 15:17:00,2024-10-17 17:47:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L27,2024-10-17 15:11:00,2024-10-17 17:41:00,Módulo 1 Explanada M@C,Laptop,2:30,150
SOCIOLOGIA,C05,C11,2024-10-17 15:13:00,2024-10-17 17:43:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,C23,2024-10-17 15:09:00,2024-10-17 17:39:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L08,2024-10-17 15:10:00,2024-10-17 17:40:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L05,2024-10-17 15:08:00,2024-10-17 17:38:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L02,2024-10-17 15:08:00,2024-10-17 17:38:00,Módulo 1 Explanada M@C,Laptop,2:30,150
LENGUA Y LITERATURAS HISPANICAS,C02,C22,2024-10-17 15:09:00,2024-10-17 17:39:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,C21,2024-10-17 15:03:00,2024-10-17 17:33:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C02,C20,2024-10-17 15:00:00,2024-10-17 17:30:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C04,L26,2024-10-17 14:59:00,2024-10-17 17:29:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L15,2024-10-17 14:58:00,2024-10-17 17:28:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L10,2024-10-17 14:48:00,2024-10-17 17:18:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L07,2024-10-17 14:48:00,2024-10-17 17:18:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L29,2024-10-17 14:46:00,2024-10-17 17:16:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C05,C10,2024-10-17 14:44:00,2024-10-17 17:14:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L19,2024-10-17 14:39:00,2024-10-17 17:09:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L18,2024-10-17 14:37:00,2024-10-17 17:07:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L23,2024-10-17 14:36:00,2024-10-17 17:06:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L17,2024-10-17 14:35:00,2024-10-17 17:05:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L16,2024-10-17 14:34:00,2024-10-17 17:04:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L18,2024-10-17 14:32:00,2024-10-17 17:02:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L20,2024-10-17 14:31:00,2024-10-17 17:01:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L19,2024-10-17 14:31:00,2024-10-17 17:01:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L17,2024-10-17 14:30:00,2024-10-17 17:00:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C02,C19,2024-10-17 14:29:00,2024-10-17 16:59:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C04,L16,2024-10-17 14:29:00,2024-10-17 16:59:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L11,2024-10-17 14:30:00,2024-10-17 17:00:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C05,C09,2024-10-17 14:27:00,2024-10-17 16:57:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C02,L15,2024-10-17 14:25:00,2024-10-17 16:55:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C02,C18,2024-10-17 14:19:00,2024-10-17 16:49:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DERECHO,C02,C17,2024-10-17 14:19:00,2024-10-17 16:49:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L04,2024-10-17 14:19:00,2024-10-17 16:49:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L14,2024-10-17 14:18:00,2024-10-17 16:48:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L13,2024-10-17 14:17:00,2024-10-17 16:47:00,Módulo 1 Explanada M@C,Laptop,2:30,150
COMUNICACION,C05,C08,2024-10-17 14:16:00,2024-10-17 16:46:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C04,L01,2024-10-17 14:17:00,2024-10-17 16:47:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C05,C07,2024-10-17 14:11:00,2024-10-17 16:41:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L12,2024-10-17 14:08:00,2024-10-17 16:38:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ENSEÃ‘ANZA DE INGLES,C05,C06,2024-10-17 14:04:00,2024-10-17 16:34:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C02,C16,2024-10-17 14:03:00,2024-10-17 16:33:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C05,C05,2024-10-17 13:58:00,2024-10-17 16:28:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
LENGUA Y LITERATURAS HISPANICAS,C02,C15,2024-10-17 13:58:00,2024-10-17 16:28:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C04,L29,2024-10-17 13:57:00,2024-10-17 16:27:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L30,2024-10-17 13:56:00,2024-10-17 16:26:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L24,2024-10-17 13:55:00,2024-10-17 16:25:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L22,2024-10-17 13:54:00,2024-10-17 16:24:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DERECHO,C02,C14,2024-10-17 13:53:00,2024-10-17 16:23:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C05,C04,2024-10-17 13:51:00,2024-10-17 16:21:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C02,C13,2024-10-17 13:51:00,2024-10-17 16:21:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L21,2024-10-17 13:49:00,2024-10-17 16:19:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L11,2024-10-17 13:49:00,2024-10-17 16:19:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L10,2024-10-17 13:46:00,2024-10-17 16:16:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L14,2024-10-17 13:45:00,2024-10-17 16:15:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L13,2024-10-17 13:43:00,2024-10-17 16:13:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L10,2024-10-17 13:44:00,2024-10-17 16:14:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L09,2024-10-17 13:41:00,2024-10-17 16:11:00,Módulo 1 Explanada M@C,Laptop,2:30,150
COMUNICACION,C05,C03,2024-10-17 13:38:00,2024-10-17 16:08:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L09,2024-10-17 13:30:00,2024-10-17 16:00:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L08,2024-10-17 13:23:00,2024-10-17 15:53:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L07,2024-10-17 13:24:00,2024-10-17 15:54:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,C12,2024-10-17 13:19:00,2024-10-17 15:49:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L08,2024-10-17 13:16:00,2024-10-17 15:46:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,C11,2024-10-17 13:15:00,2024-10-17 15:45:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L07,2024-10-17 13:14:00,2024-10-17 15:44:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C02,C10,2024-10-17 13:13:00,2024-10-17 15:43:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L05,2024-10-17 13:12:00,2024-10-17 15:42:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L06,2024-10-17 13:10:00,2024-10-17 15:40:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L05,2024-10-17 13:08:00,2024-10-17 15:38:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,C09,2024-10-17 13:07:00,2024-10-17 15:37:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L04,2024-10-17 13:07:00,2024-10-17 15:37:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L03,2024-10-17 13:04:00,2024-10-17 15:34:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L02,2024-10-17 13:03:00,2024-10-17 15:33:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L01,2024-10-17 13:03:00,2024-10-17 15:33:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L20,2024-10-17 13:03:00,2024-10-17 15:33:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L04,2024-10-17 13:05:00,2024-10-17 15:35:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L03,2024-10-17 13:05:00,2024-10-17 15:35:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,C08,2024-10-17 13:00:00,2024-10-17 15:30:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C04,L02,2024-10-17 13:01:00,2024-10-17 15:31:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L28,2024-10-17 12:55:00,2024-10-17 15:25:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L19,2024-10-17 12:53:00,2024-10-17 15:23:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L18,2024-10-17 12:49:00,2024-10-17 15:19:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C05,C02,2024-10-17 12:45:00,2024-10-17 15:15:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,C06,2024-10-17 12:42:00,2024-10-17 15:12:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C02,C05,2024-10-17 12:41:00,2024-10-17 15:11:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
HISTORIA,C02,C04,2024-10-17 12:42:00,2024-10-17 15:12:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C05,C01,2024-10-17 12:38:00,2024-10-17 15:08:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C04,L27,2024-10-17 12:37:00,2024-10-17 15:07:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L17,2024-10-17 12:36:00,2024-10-17 15:06:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C05,C30,2024-10-17 12:33:00,2024-10-17 15:03:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C02,C03,2024-10-17 12:33:00,2024-10-17 15:03:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ECONOMIA,C01,L16,2024-10-17 12:32:00,2024-10-17 15:02:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L26,2024-10-17 12:29:00,2024-10-17 14:59:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,C02,2024-10-17 12:29:00,2024-10-17 14:59:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L23,2024-10-17 12:37:00,2024-10-17 15:07:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L14,2024-10-17 12:33:00,2024-10-17 15:03:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C05,C29,2024-10-17 12:28:00,2024-10-17 14:58:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L13,2024-10-17 12:28:00,2024-10-17 14:58:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,C01,2024-10-17 12:29:00,2024-10-17 14:59:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L12,2024-10-17 12:29:00,2024-10-17 14:59:00,Módulo 1 Explanada M@C,Laptop,2:30,150
SOCIOLOGIA,C01,C30,2024-10-17 12:27:00,2024-10-17 14:57:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
SOCIOLOGIA,C05,C28,2024-10-17 12:28:00,2024-10-17 14:58:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L11,2024-10-17 12:25:00,2024-10-17 14:55:00,Módulo 1 Explanada M@C,Laptop,2:30,150
SOCIOLOGIA,C05,C27,2024-10-17 12:24:00,2024-10-17 14:54:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C01,L10,2024-10-17 12:22:00,2024-10-17 14:52:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L20,2024-10-17 12:22:00,2024-10-17 14:52:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L19,2024-10-17 12:21:00,2024-10-17 14:51:00,Módulo 1 Explanada M@C,Laptop,2:30,150
SOCIOLOGIA,C05,C26,2024-10-17 12:21:00,2024-10-17 14:51:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
SOCIOLOGIA,C05,C25,2024-10-17 12:20:00,2024-10-17 14:50:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L09,2024-10-17 12:20:00,2024-10-17 14:50:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C05,C24,2024-10-17 12:20:00,2024-10-17 14:50:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
SOCIOLOGIA,C01,C29,2024-10-17 12:18:00,2024-10-17 14:48:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
COMUNICACION,C01,C28,2024-10-17 12:11:00,2024-10-17 14:41:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C05,C23,2024-10-17 12:11:00,2024-10-17 14:41:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L08,2024-10-17 12:07:00,2024-10-17 14:37:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L07,2024-10-17 12:08:00,2024-10-17 14:38:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L06,2024-10-17 12:06:00,2024-10-17 14:36:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ENSEÃ‘ANZA DE INGLES,C05,C22,2024-10-17 12:04:00,2024-10-17 14:34:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L05,2024-10-17 12:07:00,2024-10-17 14:37:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L18,2024-10-17 12:00:00,2024-10-17 14:30:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L13,2024-10-17 11:59:00,2024-10-17 14:29:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L04,2024-10-17 12:00:00,2024-10-17 14:30:00,Módulo 1 Explanada M@C,Laptop,2:30,150
PROFESOR,C01,L02,2024-10-17 11:51:00,2024-10-17 14:21:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C01,C27,2024-10-17 11:52:00,2024-10-17 14:22:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C05,C21,2024-10-17 11:49:00,2024-10-17 14:19:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C01,C26,2024-10-17 11:44:00,2024-10-17 14:14:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C01,C25,2024-10-17 11:44:00,2024-10-17 14:14:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
PEDAGOGIA,C05,C20,2024-10-17 11:45:00,2024-10-17 14:15:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C04,L01,2024-10-17 11:39:00,2024-10-17 14:09:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L01,2024-10-17 11:37:00,2024-10-17 14:07:00,Módulo 1 Explanada M@C,Laptop,2:30,150
HISTORIA,C05,C19,2024-10-17 11:36:00,2024-10-17 14:06:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C01,C24,2024-10-17 11:33:00,2024-10-17 14:03:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L17,2024-10-17 11:31:00,2024-10-17 14:01:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L16,2024-10-17 11:29:00,2024-10-17 13:59:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L15,2024-10-17 11:28:00,2024-10-17 13:58:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L11,2024-10-17 11:23:00,2024-10-17 13:53:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L10,2024-10-17 11:11:00,2024-10-17 13:41:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C05,C18,2024-10-17 11:03:00,2024-10-17 13:33:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C04,L09,2024-10-17 11:01:00,2024-10-17 13:31:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C23,2024-10-17 10:55:00,2024-10-17 13:25:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C03,L20,2024-10-17 10:50:00,2024-10-17 13:20:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L19,2024-10-17 10:47:00,2024-10-17 13:17:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L08,2024-10-17 10:42:00,2024-10-17 13:12:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C01,C22,2024-10-17 10:39:00,2024-10-17 13:09:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
PROFESOR,C04,L07,2024-10-17 10:38:00,2024-10-17 13:08:00,Módulo 1 Explanada M@C,Laptop,2:30,150
